,time,rank,artist,song,sales
72,02/14/2017 02:06,30,Julia Michaels,Issues,3319
73,02/14/2017 02:06,40,Niall Horan,This Town,2736
74,02/14/2017 02:06,50,Bebe Rexha,I Got You,2463
75,02/14/2017 02:06,60,Imagine Dragons,Believer,2197
76,02/14/2017 02:06,70,Beyoncé,Hold Up,1813
77,02/14/2017 02:06,80,Joy Villa,The Darkness,1572
78,02/14/2017 02:06,90,Maren Morris,80s Mercedes,1416
79,02/14/2017 02:06,100,Maroon 5,Cold (feat. Future),1223
80,02/14/2017 06:53,1,Ed Sheeran,Shape of You,27022
81,02/14/2017 06:53,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),18478
82,02/14/2017 06:53,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),16572
83,02/14/2017 06:53,4,Bruno Mars,That’s What I Like,15520
84,02/14/2017 06:53,5,Lady Gaga,Million Reasons,10242
85,02/14/2017 06:53,10,Lukas Graham,7 Years,5584
86,02/14/2017 06:53,15,The Chainsmokers,Paris,5133
87,02/14/2017 06:53,20,Shawn Mendes,Mercy,4278
88,02/14/2017 06:53,30,Maren Morris,Once,3120
89,02/14/2017 06:53,40,Keith Urban,Blue Ain't Your Color,2645
90,02/14/2017 06:53,50,Drake,Fake Love,2382
91,02/14/2017 06:53,60,Corinne Bailey Rae,The Scientist,2101
92,02/14/2017 06:53,70,Little Big Town,Girl Crush,1755
93,02/14/2017 06:53,80,Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),1484
94,02/14/2017 06:53,90,BTS,Outro: Wings,1336
95,02/14/2017 06:53,100,Lady Gaga,Born This Way,1217
96,02/14/2017 09:03,1,Ed Sheeran,Shape of You,27422
97,02/14/2017 09:03,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),18752
98,02/14/2017 09:03,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),16817
99,02/14/2017 09:03,4,Bruno Mars,That’s What I Like,15750
100,02/14/2017 09:03,5,Lady Gaga,Million Reasons,10394
101,02/14/2017 09:03,10,Lukas Graham,7 Years,5667
102,02/14/2017 09:03,15,The Chainsmokers,Paris,5209
103,02/14/2017 09:03,20,Shawn Mendes,Mercy,4342
104,02/14/2017 09:03,30,Maren Morris,Once,3167
105,02/14/2017 09:03,40,Keith Urban,Blue Ain't Your Color,2685
106,02/14/2017 09:03,50,Drake,Fake Love,2417
107,02/14/2017 09:03,60,Noah Cyrus,Make Me (Cry) [feat. Labrinth],2132
108,02/14/2017 09:03,70,Little Big Town,Girl Crush,1781
109,02/14/2017 09:03,80,Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),1506
110,02/14/2017 09:03,90,The Chainsmokers,Don't Let Me Down (feat. Daya),1342
111,02/14/2017 09:03,100,Luke Bryan,Fast,1215
112,02/14/2017 12:10,1,Ed Sheeran,Shape of You,28221
113,02/14/2017 12:10,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19133
114,02/14/2017 12:10,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),16781
115,02/14/2017 12:10,4,Bruno Mars,That’s What I Like,15933
116,02/14/2017 12:10,5,Lady Gaga,Million Reasons,10573
117,02/14/2017 12:10,10,DJ Khaled,Shining (feat. Beyoncé & JAY Z),6229
118,02/14/2017 12:10,15,Lukas Graham,7 Years,5260
119,02/14/2017 12:10,20,Adele,Hello,4644
120,02/14/2017 12:10,30,Justin Timberlake,CAN'T STOP THE FEELING!,3194
121,02/14/2017 12:10,40,Hey Violet,Guys My Age,2718
122,02/14/2017 12:10,50,twenty one pilots,Heathens,2391
123,02/14/2017 12:10,60,Imagine Dragons,Believer,2170
124,02/14/2017 12:10,70,Adam Friedman,What If,1905
125,02/14/2017 12:10,80,Migos,T-Shirt,1540
126,02/14/2017 12:10,90,The Chainsmokers,Don't Let Me Down (feat. Daya),1375
127,02/14/2017 12:10,100,D.R.A.M.,Broccoli (feat. Lil Yachty),1213
128,02/14/2017 14:05,1,Ed Sheeran,Shape of You,28191
129,02/14/2017 14:05,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19113
130,02/14/2017 14:05,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),16762
131,02/14/2017 14:05,4,Bruno Mars,That’s What I Like,15916
132,02/14/2017 14:05,5,Lady Gaga,Million Reasons,10561
133,02/14/2017 14:05,10,DJ Khaled,Shining (feat. Beyoncé & JAY Z),6222
134,02/14/2017 14:05,15,Lukas Graham,7 Years,5255
135,02/14/2017 14:05,20,Adele,Hello,4639
136,02/14/2017 14:05,30,Justin Timberlake,CAN'T STOP THE FEELING!,3190
137,02/14/2017 14:05,40,Hey Violet,Guys My Age,2715
138,02/14/2017 14:05,50,twenty one pilots,Heathens,2388
139,02/14/2017 14:05,60,Imagine Dragons,Believer,2168
140,02/14/2017 14:05,70,Adam Friedman,What If,1903
141,02/14/2017 14:05,80,Migos,T-Shirt,1538
142,02/14/2017 14:05,90,The Chainsmokers,Don't Let Me Down (feat. Daya),1373
143,02/14/2017 14:05,100,twenty one pilots,Ride,1211
144,02/14/2017 16:30,1,Ed Sheeran,Shape of You,31168
145,02/14/2017 16:30,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20735
146,02/14/2017 16:30,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),17578
147,02/14/2017 16:30,4,Bruno Mars,That’s What I Like,16817
148,02/14/2017 16:30,5,Lady Gaga,Million Reasons,11319
149,02/14/2017 16:30,10,DJ Khaled,Shining (feat. Beyoncé & JAY Z),6616
150,02/14/2017 16:30,15,James Arthur,Say You Won't Let Go,5756
151,02/14/2017 16:30,20,Maren Morris,My Church,4900
152,02/14/2017 16:30,30,Little Big Town,Better Man,3512
153,02/14/2017 16:30,40,Big Sean,Bounce Back,2892
154,02/14/2017 16:30,50,Kelsea Ballerini,Peter Pan,2599
155,02/14/2017 16:30,60,Noah Cyrus,Make Me (Cry) [feat. Labrinth],2275
156,02/14/2017 16:30,70,Beyoncé,Love Drought,1990
157,02/14/2017 16:30,80,Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),1693
158,02/14/2017 16:30,90,Thomas Rhett,Star of the Show,1453
159,02/14/2017 16:30,100,Ayo & Teo,Rolex,1210
160,02/14/2017 18:08,1,Ed Sheeran,Shape of You,29832
161,02/14/2017 18:08,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19734
162,02/14/2017 18:08,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),15859
163,02/14/2017 18:08,4,Bruno Mars,That’s What I Like,15393
164,02/14/2017 18:08,5,Lady Gaga,Million Reasons,10615
165,02/14/2017 18:08,10,Maroon 5,Cold (feat. Future),6078
166,02/14/2017 18:08,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5288
167,02/14/2017 18:08,20,Migos,Bad and Boujee (feat. Lil Uzi Vert),4508
168,02/14/2017 18:08,30,Brett Young,In Case You Didn't Know,3310
169,02/14/2017 18:08,40,Big Sean,Bounce Back,2870
170,02/14/2017 18:08,50,twenty one pilots,Heathens,2425
171,02/14/2017 18:08,60,Ed Sheeran,Thinking Out Loud,2163
172,02/14/2017 18:08,70,John Legend & Cynthia Erivo,God Only Knows (feat. yMusic),1773
173,02/14/2017 18:08,80,Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),1544
174,02/14/2017 18:08,90,Luke Bryan,Fast,1351
175,02/14/2017 18:08,100,Calum Scott,Dancing on My Own,1209
176,02/14/2017 19:55,1,Ed Sheeran,Shape of You,29811
177,02/14/2017 19:55,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19720
178,02/14/2017 19:55,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),15848
179,02/14/2017 19:55,4,Bruno Mars,That’s What I Like,15382
180,02/14/2017 19:55,5,Lady Gaga,Million Reasons,10608
181,02/14/2017 19:55,10,Maroon 5,Cold (feat. Future),6074
182,02/14/2017 19:55,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5284
183,02/14/2017 19:55,20,Migos,Bad and Boujee (feat. Lil Uzi Vert),4505
184,02/14/2017 19:55,30,Brett Young,In Case You Didn't Know,3308
185,02/14/2017 19:55,40,Big Sean,Bounce Back,2868
186,02/14/2017 19:55,50,twenty one pilots,Heathens,2424
187,02/14/2017 19:55,60,Ed Sheeran,Thinking Out Loud,2162
188,02/14/2017 19:55,70,John Legend & Cynthia Erivo,God Only Knows (feat. yMusic),1772
189,02/14/2017 19:55,80,Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),1543
190,02/14/2017 19:55,90,Luke Bryan,Fast,1350
191,02/14/2017 19:55,100,Calum Scott,Dancing on My Own,1208
192,02/14/2017 21:41,1,Ed Sheeran,Shape of You,29793
193,02/14/2017 21:41,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19941
194,02/14/2017 21:41,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),15286
195,02/14/2017 21:41,4,Bruno Mars,That’s What I Like,14998
196,02/14/2017 21:41,5,Lady Gaga,Million Reasons,10605
197,02/14/2017 21:41,10,Maroon 5,Cold (feat. Future),6186
198,02/14/2017 21:41,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5190
199,02/14/2017 21:41,20,The Chainsmokers,Closer (feat. Halsey),4524
200,02/14/2017 21:41,30,Jon Bellion,All Time Low,3382
201,02/14/2017 21:41,40,twenty one pilots,Stressed Out,2884
202,02/14/2017 21:41,50,Beyoncé,Formation,2422
203,02/14/2017 21:41,60,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),2164
204,02/14/2017 21:41,70,Little Big Town,Girl Crush,1749
205,02/14/2017 21:41,80,Beyoncé,All Night,1498
206,02/14/2017 21:41,90,Luke Bryan,Fast,1346
207,02/14/2017 21:41,100,Jason Aldean,Any Ol' Barstool,1207
208,02/14/2017 22:56,1,Ed Sheeran,Shape of You,29603
209,02/14/2017 22:56,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20323
210,02/14/2017 22:56,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14848
211,02/14/2017 22:56,4,Bruno Mars,That’s What I Like,14686
212,02/14/2017 22:56,5,Lady Gaga,Million Reasons,10642
213,02/14/2017 22:56,10,Maroon 5,Cold (feat. Future),6392
214,02/14/2017 22:56,15,Shawn Mendes,Mercy,5294
215,02/14/2017 22:56,20,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4513
216,02/14/2017 22:56,30,Jon Bellion,All Time Low,3552
217,02/14/2017 22:56,40,Train,Play That Song,2938
218,02/14/2017 22:56,50,twenty one pilots,Heathens,2457
219,02/14/2017 22:56,60,Halsey,Not Afraid Anymore,2161
220,02/14/2017 22:56,70,Rae Sremmurd,Swang,1789
221,02/14/2017 22:56,80,D.R.A.M.,Broccoli (feat. Lil Yachty),1503
222,02/14/2017 22:56,90,Neil Diamond,Sweet Caroline,1330
223,02/14/2017 22:56,100,Gucci Mane,Both (feat. Drake),1207
224,02/15/2017 05:10,1,Ed Sheeran,Shape of You,28448
225,02/15/2017 05:10,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),19940
226,02/15/2017 05:10,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14210
227,02/15/2017 05:10,4,Bruno Mars,That’s What I Like,14078
228,02/15/2017 05:10,5,Lady Gaga,Million Reasons,10196
229,02/15/2017 05:10,10,Maroon 5,Cold (feat. Future),6671
230,02/15/2017 05:10,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5188
231,02/15/2017 05:10,20,Aminé,Caroline,4414
232,02/15/2017 05:10,30,Jon Bellion,All Time Low,3466
233,02/15/2017 05:10,40,Drake,Fake Love,2837
234,02/15/2017 05:10,50,Imagine Dragons,Believer,2396
235,02/15/2017 05:10,60,Adele,Send My Love (To Your New Lover),2091
236,02/15/2017 05:10,70,Rae Sremmurd,Swang,1733
237,02/15/2017 05:10,80,NAV,Some Way (feat. The Weeknd),1459
238,02/15/2017 05:10,90,Thomas Rhett,Star of the Show,1323
239,02/15/2017 05:10,100,Luke Combs,Hurricane,1205
240,02/15/2017 06:30,1,Ed Sheeran,Shape of You,29285
241,02/15/2017 06:30,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20527
242,02/15/2017 06:30,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14628
243,02/15/2017 06:30,4,Bruno Mars,That’s What I Like,14492
244,02/15/2017 06:30,5,Lady Gaga,Million Reasons,10496
245,02/15/2017 06:30,10,Maroon 5,Cold (feat. Future),6867
246,02/15/2017 06:30,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5341
247,02/15/2017 06:30,20,Aminé,Caroline,4544
248,02/15/2017 06:30,30,Jon Bellion,All Time Low,3568
249,02/15/2017 06:30,40,Drake,Fake Love,2921
250,02/15/2017 06:30,50,Imagine Dragons,Believer,2467
251,02/15/2017 06:30,60,Adele,Send My Love (To Your New Lover),2152
252,02/15/2017 06:30,70,Rae Sremmurd,Swang,1784
253,02/15/2017 06:30,80,NAV,Some Way (feat. The Weeknd),1501
254,02/15/2017 06:30,90,Thomas Rhett,Star of the Show,1362
255,02/15/2017 06:30,100,Jason Aldean,Any Ol' Barstool,1205
256,02/15/2017 07:24,1,Ed Sheeran,Shape of You,29811
257,02/15/2017 07:24,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20644
258,02/15/2017 07:24,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14505
259,02/15/2017 07:24,4,Bruno Mars,That’s What I Like,14403
260,02/15/2017 07:24,5,Lady Gaga,Million Reasons,10382
261,02/15/2017 07:24,10,Bruno Mars,24K Magic,6674
262,02/15/2017 07:24,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5317
263,02/15/2017 07:24,20,Machine Gun Kelly & Camila Cabello,Bad Things,4614
264,02/15/2017 07:24,30,Jon Bellion,All Time Low,3584
265,02/15/2017 07:24,40,Hey Violet,Guys My Age,2980
266,02/15/2017 07:24,50,Imagine Dragons,Believer,2471
267,02/15/2017 07:24,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2165
268,02/15/2017 07:24,70,Little Big Town,Girl Crush,1769
269,02/15/2017 07:24,80,Beyoncé,Love Drought,1510
270,02/15/2017 07:24,90,Dustin Lynch,Seein' Red,1310
271,02/15/2017 07:24,100,Travis Scott,goosebumps,1205
272,02/15/2017 08:15,1,Ed Sheeran,Shape of You,30544
273,02/15/2017 08:15,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),21152
274,02/15/2017 08:15,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14862
275,02/15/2017 08:15,4,Bruno Mars,That’s What I Like,14758
276,02/15/2017 08:15,5,Lady Gaga,Million Reasons,10638
277,02/15/2017 08:15,10,Bruno Mars,24K Magic,6838
278,02/15/2017 08:15,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5447
279,02/15/2017 08:15,20,Machine Gun Kelly & Camila Cabello,Bad Things,4728
280,02/15/2017 08:15,30,Jon Bellion,All Time Low,3673
281,02/15/2017 08:15,40,Hey Violet,Guys My Age,3054
282,02/15/2017 08:15,50,Imagine Dragons,Believer,2532
283,02/15/2017 08:15,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2218
284,02/15/2017 08:15,70,Little Big Town,Girl Crush,1812
285,02/15/2017 08:15,80,Beyoncé,Love Drought,1547
286,02/15/2017 08:15,90,Dustin Lynch,Seein' Red,1342
287,02/15/2017 08:15,100,Lukas Graham,You're Not There,1204
288,02/15/2017 08:43,1,Ed Sheeran,Shape of You,30542
289,02/15/2017 08:43,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),21150
290,02/15/2017 08:43,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14861
291,02/15/2017 08:43,4,Bruno Mars,That’s What I Like,14756
292,02/15/2017 08:43,5,Lady Gaga,Million Reasons,10637
293,02/15/2017 08:43,10,Bruno Mars,24K Magic,6838
294,02/15/2017 08:43,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5447
295,02/15/2017 08:43,20,Machine Gun Kelly & Camila Cabello,Bad Things,4727
296,02/15/2017 08:43,30,Jon Bellion,All Time Low,3672
297,02/15/2017 08:43,40,Hey Violet,Guys My Age,3053
298,02/15/2017 08:43,50,Imagine Dragons,Believer,2531
299,02/15/2017 08:43,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2218
300,02/15/2017 08:43,70,Little Big Town,Girl Crush,1812
301,02/15/2017 08:43,80,Beyoncé,Love Drought,1547
302,02/15/2017 08:43,90,Dustin Lynch,Seein' Red,1342
303,02/15/2017 08:43,100,Lukas Graham,You're Not There,1204
304,02/15/2017 09:21,1,Ed Sheeran,Shape of You,30169
305,02/15/2017 09:21,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20829
306,02/15/2017 09:21,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14543
307,02/15/2017 09:21,4,Bruno Mars,That’s What I Like,14399
308,02/15/2017 09:21,5,Lady Gaga,Million Reasons,10521
309,02/15/2017 09:21,10,Bruno Mars,24K Magic,6703
310,02/15/2017 09:21,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5447
311,02/15/2017 09:21,20,Sia,Helium,4684
312,02/15/2017 09:21,30,Jon Bellion,All Time Low,3554
313,02/15/2017 09:21,40,Ed Sheeran,Castle on the Hill,2987
314,02/15/2017 09:21,50,Imagine Dragons,Believer,2512
315,02/15/2017 09:21,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2158
316,02/15/2017 09:21,70,BTS,봄날 Spring Day,1746
317,02/15/2017 09:21,80,Beyoncé,All Night,1521
318,02/15/2017 09:21,90,Dustin Lynch,Seein' Red,1311
319,02/15/2017 09:21,100,Miranda Lambert,We Should Be Friends,1204
320,02/15/2017 09:40,1,Ed Sheeran,Shape of You,30170
321,02/15/2017 09:40,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20830
322,02/15/2017 09:40,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14544
323,02/15/2017 09:40,4,Bruno Mars,That’s What I Like,14400
324,02/15/2017 09:40,5,Lady Gaga,Million Reasons,10522
325,02/15/2017 09:40,10,Bruno Mars,24K Magic,6703
326,02/15/2017 09:40,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5447
327,02/15/2017 09:40,20,Sia,Helium,4685
328,02/15/2017 09:40,30,Jon Bellion,All Time Low,3554
329,02/15/2017 09:40,40,Ed Sheeran,Castle on the Hill,2987
330,02/15/2017 09:40,50,Imagine Dragons,Believer,2512
331,02/15/2017 09:40,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2158
332,02/15/2017 09:40,70,BTS,봄날 Spring Day,1746
333,02/15/2017 09:40,80,Beyoncé,All Night,1521
334,02/15/2017 09:40,90,Dustin Lynch,Seein' Red,1311
335,02/15/2017 09:40,100,Miranda Lambert,We Should Be Friends,1204
336,02/15/2017 10:14,1,Ed Sheeran,Shape of You,30173
337,02/15/2017 10:14,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),20833
338,02/15/2017 10:14,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14545
339,02/15/2017 10:14,4,Bruno Mars,That’s What I Like,14402
340,02/15/2017 10:14,5,Lady Gaga,Million Reasons,10523
341,02/15/2017 10:14,10,Bruno Mars,24K Magic,6704
342,02/15/2017 10:14,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5448
343,02/15/2017 10:14,20,Sia,Helium,4685
344,02/15/2017 10:14,30,Jon Bellion,All Time Low,3554
345,02/15/2017 10:14,40,Ed Sheeran,Castle on the Hill,2987
346,02/15/2017 10:14,50,Imagine Dragons,Believer,2512
347,02/15/2017 10:14,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2158
348,02/15/2017 10:14,70,BTS,봄날 Spring Day,1746
349,02/15/2017 10:14,80,Beyoncé,All Night,1521
350,02/15/2017 10:14,90,Dustin Lynch,Seein' Red,1311
351,02/15/2017 10:14,100,Miranda Lambert,We Should Be Friends,1204
352,02/15/2017 10:44,1,Ed Sheeran,Shape of You,31030
353,02/15/2017 10:44,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),21424
354,02/15/2017 10:44,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14958
355,02/15/2017 10:44,4,Bruno Mars,That’s What I Like,14810
356,02/15/2017 10:44,5,Lady Gaga,Million Reasons,10822
357,02/15/2017 10:44,10,Bruno Mars,24K Magic,6894
358,02/15/2017 10:44,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5602
359,02/15/2017 10:44,20,Sia,Helium,4818
360,02/15/2017 10:44,30,Jon Bellion,All Time Low,3655
361,02/15/2017 10:44,40,Ed Sheeran,Castle on the Hill,3072
362,02/15/2017 10:44,50,Imagine Dragons,Believer,2583
363,02/15/2017 10:44,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2220
364,02/15/2017 10:44,70,BTS,봄날 Spring Day,1795
365,02/15/2017 10:44,80,Beyoncé,All Night,1564
366,02/15/2017 10:44,90,Dustin Lynch,Seein' Red,1348
367,02/15/2017 10:44,100,Tim McGraw,Humble and Kind,1205
368,02/15/2017 11:18,1,Ed Sheeran,Shape of You,31033
369,02/15/2017 11:18,2,ZAYN & Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),21426
370,02/15/2017 11:18,3,Katy Perry,Chained to the Rhythm (feat. Skip Marley),14960
371,02/15/2017 11:18,4,Bruno Mars,That’s What I Like,14812
372,02/15/2017 11:18,5,Lady Gaga,Million Reasons,10823
373,02/15/2017 11:18,10,Bruno Mars,24K Magic,6895
374,02/15/2017 11:18,15,Nick Jonas & Nicki Minaj,Bom Bidi Bom,5603
375,02/15/2017 11:18,20,Sia,Helium,4819
376,02/15/2017 11:18,30,Jon Bellion,All Time Low,3656
377,02/15/2017 11:18,40,Ed Sheeran,Castle on the Hill,3072
378,02/15/2017 11:18,50,Imagine Dragons,Believer,2584
379,02/15/2017 11:18,60,DJ Snake,Let Me Love You (feat. Justin Bieber),2220
380,02/15/2017 11:18,70,BTS,봄날 Spring Day,1796
